DATE;CLOSING;RETURN;;
03-01-2000;6862,03;7363,06;;
04-01-2000;6593,67;7075,1;;
05-01-2000;6552,18;7030,84;;
06-01-2000;6346,16;6809,77;;
07-01-2000;6567,76;7047,56;;
10-01-2000;6680,74;7168,79;;
11-01-2000;6513,41;6989,45;;
12-01-2000;6518,79;6995,23;;
13-01-2000;6588,89;7070,45;;
14-01-2000;6657,58;7144,15;;
18-01-2000;6592,78;7074,61;;
19-01-2000;6530,71;7008,11;;
20-01-2000;6486,42;6960,58;;
21-01-2000;6494,86;6969,82;;
24-01-2000;6411,36;6880,27;;
25-01-2000;6439,16;6910,11;;
26-01-2000;6499,64;6975,23;;
27-01-2000;6523,58;7000,93;;
28-01-2000;6378,38;6845,1;;
31-01-2000;6410,37;6879,43;;
01-02-2000;6457,88;6930,42;;
02-02-2000;6505,05;6981,28;;
03-02-2000;6710,43;7201,71;;
04-02-2000;6721,94;7214,05;;
07-02-2000;6676,41;7165,2;;
08-02-2000;6873,94;7377,18;;
09-02-2000;6821,42;7320,82;;
10-02-2000;6872,32;7375,44;;
11-02-2000;6725,65;7218,04;;
14-02-2000;6723,5;7215,73;;
15-02-2000;6698,92;7189,35;;
16-02-2000;6655,42;7142,67;;
17-02-2000;6747,77;7241,78;;
18-02-2000;6593,09;7075,78;;
22-02-2000;6691,94;7181,92;;
23-02-2000;6778,86;7276,43;;
24-02-2000;6721,61;7214,98;;
25-02-2000;6735,19;7229,57;;
28-02-2000;6699,9;7191,79;;
29-02-2000;6742,53;7237,55;;
01-03-2000;6841,36;7346,17;;
02-03-2000;6956,71;7470,03;;
03-03-2000;7057,46;7578,22;;
06-03-2000;7010,44;7527,73;;
07-03-2000;6920,56;7431,32;;
08-03-2000;6966,89;7483,73;;
09-03-2000;7068,08;7592,42;;
10-03-2000;7070,13;7594,63;;
13-03-2000;6864,44;7373,94;;
14-03-2000;6767,38;7269,8;;
15-03-2000;6759,16;7263,53;;
16-03-2000;6966,29;7486,12;;
17-03-2000;6859,82;7371,71;;
20-03-2000;6926,77;7443,66;;
21-03-2000;7041,34;7567,27;;
22-03-2000;6999,48;7522,28;;
23-03-2000;7060,71;7588,44;;
24-03-2000;7099,55;7630,41;;
27-03-2000;7131,52;7664,77;;
28-03-2000;7149,13;7685,25;;
29-03-2000;7072,09;7602,43;;
30-03-2000;6884,99;7401,29;;
31-03-2000;7025,82;7552,68;;
03-04-2000;6833,79;7346,5;;
04-04-2000;6756,29;7263,19;;
05-04-2000;6740,38;7246,66;;
06-04-2000;6857,71;7372,8;;
07-04-2000;6938,92;7460,11;;
10-04-2000;6814,87;7326,74;;
11-04-2000;6815,04;7326,92;;
12-04-2000;6654,68;7158,16;;
13-04-2000;6668,44;7172,97;;
14-04-2000;6284,31;6760,06;;
17-04-2000;6446,34;6934,35;;
18-04-2000;6602,11;7102,04;;
19-04-2000;6495,33;6987,34;;
20-04-2000;6492,28;6988,35;;
24-04-2000;6415,07;6905,53;;
25-04-2000;6643,59;7151,72;;
26-04-2000;6559,15;7061,11;;
27-04-2000;6550,88;7052,73;;
28-04-2000;6591,69;7097,1;;
01-05-2000;6690,06;7204,15;;
02-05-2000;6600,65;7108,25;;
03-05-2000;6433,04;6927,97;;
04-05-2000;6436,94;6932,57;;
05-05-2000;6533,56;7037,43;;
08-05-2000;6437,42;6934,78;;
09-05-2000;6326,64;6816,26;;
10-05-2000;6182,03;6662,51;;
11-05-2000;6180,97;6661,49;;
12-05-2000;6246,03;6731,61;;
15-05-2000;6254,19;6740,4;;
16-05-2000;6297,94;6788,29;;
17-05-2000;6127,69;6605,7;;
18-05-2000;6080,04;6554,39;;
19-05-2000;5922,26;6384,29;;
22-05-2000;5864,17;6321,67;;
23-05-2000;5826,41;6283,87;;
24-05-2000;5864,1;6326,2;;
25-05-2000;5897,33;6362,05;;
26-05-2000;5986,12;6457,92;;
30-05-2000;6277,22;6772,07;;
31-05-2000;6232,63;6724,82;;
01-06-2000;6382,88;6893,5;;
02-06-2000;6598,47;7126,34;;
05-06-2000;6560,22;7085,09;;
06-06-2000;6518,68;7040,7;;
07-06-2000;6578,21;7104,99;;
08-06-2000;6508,22;7029,4;;
09-06-2000;6530,47;7053,43;;
12-06-2000;6545,14;7071,65;;
13-06-2000;6605,85;7138,44;;
14-06-2000;6588,42;7121,25;;
15-06-2000;6545,39;7074,74;;
16-06-2000;6564,98;7095,91;;
19-06-2000;6634,54;7171,1;;
20-06-2000;6604,8;7140,31;;
21-06-2000;6604,9;7140,42;;
22-06-2000;6476,43;7001,54;;
23-06-2000;6423,62;6944,51;;
26-06-2000;6463,47;6987,78;;
27-06-2000;6485,37;7011,88;;
28-06-2000;6497,27;7025,17;;
29-06-2000;6403,64;6923,94;;
30-06-2000;6460,29;6985,19;;
03-07-2000;6564,2;7097,54;;
05-07-2000;6444,14;6967,93;;
06-07-2000;6552,32;7084,91;;
07-07-2000;6607,5;7144,57;;
10-07-2000;6635,77;7175,44;;
11-07-2000;6627,46;7166,46;;
12-07-2000;6630,13;7169,35;;
13-07-2000;6588,42;7124,24;;
14-07-2000;6611,37;7149,06;;
17-07-2000;6618,5;7156,92;;
18-07-2000;6483,72;7011,16;;
19-07-2000;6437,97;6963,26;;
20-07-2000;6497,13;7027,25;;
21-07-2000;6418,31;6942,18;;
24-07-2000;6342,81;6860,51;;
25-07-2000;6395,6;6917,62;;
26-07-2000;6368,44;6888,24;;
27-07-2000;6214,82;6724,29;;
28-07-2000;6097,49;6597,34;;
31-07-2000;6196,25;6704,19;;
01-08-2000;6161,66;6667,03;;
02-08-2000;6150,48;6655,44;;
03-08-2000;6105,5;6606,76;;
04-08-2000;6123,43;6627,74;;
07-08-2000;6191,14;6701,04;;
08-08-2000;6138,26;6643,8;;
09-08-2000;6163,5;6672,38;;
10-08-2000;6199,7;6711,56;;
11-08-2000;6213,93;6726,97;;
14-08-2000;6278,74;6797,7;;
15-08-2000;6297,04;6817,51;;
16-08-2000;6304,67;6830,14;;
17-08-2000;6320,96;6847,83;;
18-08-2000;6267,14;6789,53;;
21-08-2000;6220,62;6739,15;;
22-08-2000;6208,29;6725,79;;
23-08-2000;6217,96;6736,31;;
24-08-2000;6250,14;6771,78;;
25-08-2000;6275,39;6799,14;;
28-08-2000;6302,18;6828,17;;
29-08-2000;6294,14;6819,45;;
30-08-2000;6222,29;6741,7;;
31-08-2000;6261,07;6784,58;;
01-09-2000;6416,04;6952,51;;
05-09-2000;6327,39;6856,52;;
06-09-2000;6208,39;6728,19;;
07-09-2000;6236,53;6758,68;;
08-09-2000;6090,72;6600,66;;
11-09-2000;6027,8;6532,47;;
12-09-2000;5999,23;6501,65;;
13-09-2000;5989,39;6491,39;;
14-09-2000;6014,74;6518,85;;
15-09-2000;5946,31;6444,69;;
18-09-2000;5850,54;6340,9;;
19-09-2000;5932,3;6430,53;;
20-09-2000;5807,85;6295,63;;
21-09-2000;5761,05;6244,91;;
22-09-2000;5842,63;6333,34;;
25-09-2000;5800,33;6287,54;;
26-09-2000;5761,4;6246,92;;
27-09-2000;5780,95;6268,11;;
28-09-2000;5847,35;6340,1;;
29-09-2000;5754,84;6239,8;;
02-10-2000;5802,48;6291,46;;
03-10-2000;5793,76;6282;;
04-10-2000;5859,51;6353,48;;
05-10-2000;5860,83;6354,91;;
06-10-2000;5753,78;6238,83;;
09-10-2000;5724,42;6206,99;;
10-10-2000;5675,34;6153,78;;
11-10-2000;5571,98;6042,55;;
12-10-2000;5487,91;5951,37;;
13-10-2000;5639,87;6116,17;;
16-10-2000;5578,91;6050,06;;
17-10-2000;5484,58;5947,76;;
18-10-2000;5401,02;5857,5;;
19-10-2000;5613,95;6088,43;;
20-10-2000;5638,66;6115,23;;
23-10-2000;5630,34;6106,36;;
24-10-2000;5697,26;6179,27;;
25-10-2000;5497,52;5962,63;;
26-10-2000;5557,36;6027,79;;
27-10-2000;5606,31;6080,9;;
30-10-2000;5595,9;6069,6;;
31-10-2000;5698,25;6180,61;;
01-11-2000;5668,57;6148,54;;
02-11-2000;5641,36;6119,03;;
03-11-2000;5684,35;6165,66;;
06-11-2000;5675,85;6156,84;;
07-11-2000;5678,88;6160,13;;
08-11-2000;5631,83;6109,7;;
09-11-2000;5592,62;6067,17;;
10-11-2000;5482,69;5947,91;;
13-11-2000;5436,32;5897,61;;
14-11-2000;5606,07;6088,77;;
15-11-2000;5555,47;6034,07;;
16-11-2000;5451,7;5921,46;;
17-11-2000;5447,87;5918,85;;
20-11-2000;5318,41;5778,96;;
21-11-2000;5373,47;5839,02;;
22-11-2000;5214,19;5665,95;;
24-11-2000;5358,76;5823,04;;
27-11-2000;5420,42;5890,04;;
28-11-2000;5318,92;5779,81;;
29-11-2000;5311,2;5771,52;;
30-11-2000;5272,57;5729,63;;
01-12-2000;5343,95;5807,58;;
04-12-2000;5394,15;5862,13;;
05-12-2000;5564,15;6047,07;;
06-12-2000;5470,15;5944,91;;
07-12-2000;5464,45;5938,72;;
08-12-2000;5517,19;5996,03;;
11-12-2000;5579,16;6063,38;;
12-12-2000;5534,46;6014,96;;
13-12-2000;5489,84;5966,8;;
14-12-2000;5446,59;5919,79;;
15-12-2000;5393,17;5861,73;;
18-12-2000;5375,72;5842,76;;
19-12-2000;5353,14;5818,31;;
20-12-2000;5188,93;5639,83;;
21-12-2000;5212,04;5665,46;;
22-12-2000;5293,28;5753,94;;
26-12-2000;5311,56;5773,82;;
27-12-2000;5365,45;5835,65;;
28-12-2000;5369,43;5839,97;;
29-12-2000;5380,51;5852,03;;
02-01-2001;5331,08;5798,25;;
03-01-2001;5520,62;6004,41;;
04-01-2001;5448,52;5925,99;;
05-01-2001;5428,25;5904,15;;
08-01-2001;5445,78;5923,44;;
09-01-2001;5350,87;5820,21;;
10-01-2001;5330;5797,51;;
11-01-2001;5448,32;5926,21;;
12-01-2001;5444,17;5921,69;;
16-01-2001;5420,07;5895,48;;
17-01-2001;5462,59;5941,73;;
18-01-2001;5567,94;6056,31;;
19-01-2001;5532,54;6017,81;;
22-01-2001;5507,32;5990,55;;
23-01-2001;5549,66;6036,6;;
24-01-2001;5504,85;5987,86;;
25-01-2001;5485,67;5966,99;;
26-01-2001;5495,3;5977,76;;
29-01-2001;5490,53;5972,63;;
30-01-2001;5509,75;5993,54;;
31-01-2001;5517,03;6001,58;;
01-02-2001;5532,59;6018,51;;
02-02-2001;5434,44;5911,74;;
05-02-2001;5467,09;5947,26;;
06-02-2001;5420,82;5896,92;;
07-02-2001;5347,31;5816,96;;
08-02-2001;5279,61;5757,76;;
09-02-2001;5245,52;5720,58;;
12-02-2001;5327,17;5809,63;;
13-02-2001;5225,36;5698,59;;
14-02-2001;5205,42;5677,08;;
15-02-2001;5182,81;5652,42;;
16-02-2001;5054,81;5512,87;;
20-02-2001;4973,78;5424,49;;
21-02-2001;4909,46;5356,91;;
22-02-2001;4920,71;5369,23;;
23-02-2001;4894,09;5340,18;;
26-02-2001;4943,17;5393,74;;
27-02-2001;4890,02;5335,74;;
28-02-2001;4897,96;5344,41;;
01-03-2001;4902;5348,81;;
02-03-2001;4887,86;5333,38;;
05-03-2001;4942,77;5393,3;;
06-03-2001;5025,55;5483,63;;
07-03-2001;5008,76;5466,4;;
08-03-2001;5007,37;5464,95;;
09-03-2001;4925,62;5375,74;;
12-03-2001;4760,91;5195,98;;
13-03-2001;4762,11;5197,75;;
14-03-2001;4595,56;5020,18;;
15-03-2001;4685,72;5118,67;;
16-03-2001;4588,37;5012,32;;
19-03-2001;4651,49;5081,76;;
20-03-2001;4601,67;5027,33;;
21-03-2001;4562,19;4984,89;;
22-03-2001;4445,46;4860,13;;
23-03-2001;4535,48;4958,6;;
26-03-2001;4662,96;5098,1;;
27-03-2001;4785,82;5233,48;;
28-03-2001;4608,44;5040,37;;
29-03-2001;4572,79;5001,38;;
30-03-2001;4595,04;5026,18;;
02-04-2001;4520,75;4944,93;;
03-04-2001;4429,48;4845,09;;
04-04-2001;4503,78;4926,36;;
05-04-2001;4676,98;5116,15;;
06-04-2001;4603,31;5035,57;;
09-04-2001;4678,33;5118,19;;
10-04-2001;4778,34;5227,61;;
11-04-2001;4768,51;5216,85;;
12-04-2001;4831,45;5288,47;;
16-04-2001;4780,93;5234,18;;
17-04-2001;4755,21;5206,02;;
18-04-2001;4972,05;5445,14;;
19-04-2001;4959,17;5431,04;;
20-04-2001;4913,67;5381,37;;
23-04-2001;4834,32;5294,48;;
24-04-2001;4844,09;5305,35;;
25-04-2001;4904,06;5371,94;;
26-04-2001;4897,44;5364,69;;
27-04-2001;4961,08;5434,4;;
30-04-2001;4988,54;5466,15;;
01-05-2001;5036,9;5519,72;;
02-05-2001;5011,77;5493,34;;
03-05-2001;4909,04;5381,29;;
04-05-2001;4969,32;5447,78;;
07-05-2001;4957,77;5435,69;;
08-05-2001;4938,66;5414,73;;
09-05-2001;4902,31;5375,56;;
10-05-2001;4936,56;5414,01;;
11-05-2001;4891,17;5364,28;;
14-05-2001;4830,6;5299;;
15-05-2001;4866,66;5338,6;;
16-05-2001;4931,65;5410,12;;
17-05-2001;4959,74;5440,93;;
18-05-2001;4964,78;5448,73;;
21-05-2001;5010,07;5499,08;;
22-05-2001;4956,33;5440,16;;
23-05-2001;4888,29;5365,9;;
24-05-2001;4900,2;5382,82;;
25-05-2001;4871,31;5351,08;;
29-05-2001;4830,07;5306,27;;
30-05-2001;4728,25;5194,42;;
31-05-2001;4742,63;5210,21;;
01-06-2001;4726,74;5192,76;;
04-06-2001;4754,65;5223,94;;
05-06-2001;4818,76;5294,76;;
06-06-2001;4724,94;5191,73;;
07-06-2001;4777,2;5249,15;;
08-06-2001;4744,92;5213,68;;
11-06-2001;4697,46;5161,88;;
12-06-2001;4645,15;5106,28;;
13-06-2001;4648,76;5111,33;;
14-06-2001;4608,6;5067,18;;
15-06-2001;4593,52;5050,6;;
18-06-2001;4512,28;4963,88;;
19-06-2001;4514,21;4966,08;;
20-06-2001;4514,18;4966,05;;
21-06-2001;4549,5;5004,91;;
22-06-2001;4535,42;4989,42;;
25-06-2001;4548,48;5003,84;;
26-06-2001;4493,32;4943,36;;
27-06-2001;4457,46;4904,3;;
28-06-2001;4471,63;4919,89;;
29-06-2001;4534,56;4989,13;;
02-07-2001;4573,83;5032,33;;
03-07-2001;4533,58;4988,05;;
05-07-2001;4434,62;4879,4;;
06-07-2001;4356,54;4793,69;;
09-07-2001;4371,58;4810,87;;
10-07-2001;4338,12;4774,04;;
11-07-2001;4311,25;4744,47;;
12-07-2001;4391,15;4832,4;;
13-07-2001;4376,88;4816,69;;
16-07-2001;4333,38;4768,82;;
17-07-2001;4351,37;4788,62;;
18-07-2001;4292,96;4724,48;;
19-07-2001;4351,56;4788,97;;
20-07-2001;4344,28;4780,96;;
23-07-2001;4303,8;4736,61;;
24-07-2001;4257,09;4685,2;;
25-07-2001;4299,52;4731,9;;
26-07-2001;4328,3;4763,58;;
27-07-2001;4369,88;4809,34;;
30-07-2001;4384,82;4826,09;;
31-07-2001;4427,64;4873,21;;
01-08-2001;4475,85;4927,54;;
02-08-2001;4501,16;4955,41;;
03-08-2001;4454,29;4905,21;;
06-08-2001;4418,41;4865,69;;
07-08-2001;4415,3;4862,26;;
08-08-2001;4327,56;4765,95;;
09-08-2001;4321,04;4758,78;;
10-08-2001;4327,09;4765,48;;
13-08-2001;4338,96;4779,08;;
14-08-2001;4382,73;4827,29;;
15-08-2001;4400,44;4848,85;;
16-08-2001;4349,66;4792,9;;
17-08-2001;4243,5;4675,98;;
20-08-2001;4261,38;4695,68;;
21-08-2001;4248,26;4681,23;;
22-08-2001;4296,65;4738,17;;
23-08-2001;4266,61;4705,21;;
24-08-2001;4345,63;4792,34;;
27-08-2001;4338,48;4784,46;;
28-08-2001;4275,35;4715,71;;
29-08-2001;4259,76;4698,52;;
30-08-2001;4210,59;4644,28;;
31-08-2001;4218,75;4653,43;;
04-09-2001;4127,49;4552,79;;
05-09-2001;4081,73;4502,6;;
06-09-2001;3987,36;4398,96;;
07-09-2001;3937,74;4344,21;;
10-09-2001;3912,65;4316,53;;
17-09-2001;3763,09;4152,33;;
18-09-2001;3741,63;4128,86;;
19-09-2001;3709,82;4094,91;;
20-09-2001;3566,76;3937;;
21-09-2001;3486,75;3848,68;;
24-09-2001;3633,08;4010,21;;
25-09-2001;3660,07;4040,76;;
26-09-2001;3664,63;4046,07;;
27-09-2001;3760,25;4151,65;;
28-09-2001;3824,97;4223,11;;
01-10-2001;3793,3;4188,15;;
02-10-2001;3829,51;4228,13;;
03-10-2001;3896,11;4301,65;;
04-10-2001;3914,35;4322,08;;
05-10-2001;3957,03;4369,2;;
08-10-2001;3923,74;4332,44;;
09-10-2001;3890,96;4296,25;;
10-10-2001;4023,08;4442,13;;
11-10-2001;4026,1;4445,47;;
12-10-2001;4002,46;4419,37;;
15-10-2001;3953,38;4365,18;;
16-10-2001;4005,97;4423,25;;
17-10-2001;4002,38;4419,27;;
18-10-2001;3950,39;4361,88;;
19-10-2001;3929,22;4338,5;;
22-10-2001;3955,58;4367,83;;
23-10-2001;3985,44;4400,8;;
24-10-2001;4032,86;4453,27;;
25-10-2001;4025,77;4445,44;;
26-10-2001;4041,41;4463,07;;
29-10-2001;3953,96;4366,5;;
30-10-2001;3893,31;4299,52;;
31-10-2001;3934,55;4346,35;;
01-11-2001;4021,21;4442,08;;
02-11-2001;4000,3;4418,98;;
05-11-2001;4086,78;4514,95;;
06-11-2001;4113,34;4544,3;;
07-11-2001;4107,03;4537,64;;
08-11-2001;4128,39;4561,24;;
09-11-2001;4109,15;4539,98;;
12-11-2001;4070,65;4497,45;;
13-11-2001;4127,25;4560,39;;
14-11-2001;4091,14;4521,02;;
15-11-2001;4097,06;4527,61;;
16-11-2001;4151,61;4587,96;;
19-11-2001;4183,8;4624,32;;
20-11-2001;4110,64;4543,45;;
21-11-2001;4126,23;4560,76;;
23-11-2001;4141,96;4578,54;;
26-11-2001;4186,42;4627,69;;
27-11-2001;4116,64;4550,55;;
28-11-2001;4023,42;4447,7;;
29-11-2001;4079,73;4509,95;;
30-11-2001;4087,49;4518,53;;
03-12-2001;4071,17;4500,48;;
04-12-2001;4141,63;4578,38;;
05-12-2001;4257,77;4706,76;;
06-12-2001;4257,71;4706,69;;
07-12-2001;4204,17;4647,51;;
10-12-2001;4113,48;4547,26;;
11-12-2001;4128,91;4564,32;;
12-12-2001;4142,7;4579,56;;
13-12-2001;4017,77;4441,46;;
14-12-2001;4072,72;4502,2;;
17-12-2001;4137,75;4574,25;;
18-12-2001;4138,21;4574,84;;
19-12-2001;4094,47;4526,49;;
20-12-2001;4035,75;4461,57;;
21-12-2001;4082,34;4513,08;;
24-12-2001;4062,92;4491,61;;
26-12-2001;4096,41;4528,83;;
27-12-2001;4125,47;4561,48;;
28-12-2001;4176,55;4617,95;;
31-12-2001;4174,18;4615,33;;
02-01-2002;4203,62;4647,88;;
03-01-2002;4262,45;4712,93;;
04-01-2002;4268,55;4719,68;;
07-01-2002;4201,14;4645,47;;
08-01-2002;4151,24;4590,52;;
09-01-2002;4111,12;4546,16;;
10-01-2002;4102,25;4536,35;;
11-01-2002;4097,36;4530,94;;
14-01-2002;4021,19;4446,71;;
15-01-2002;4047,81;4477,19;;
16-01-2002;3961,09;4381,27;;
17-01-2002;4043,39;4472,3;;
18-01-2002;4017,24;4443,38;;
22-01-2002;3971,02;4392,25;;
23-01-2002;4040,39;4468,98;;
24-01-2002;4059,32;4489,92;;
25-01-2002;4018,28;4444,53;;
28-01-2002;4028,93;4456,73;;
29-01-2002;3936,78;4354,81;;
30-01-2002;3963,93;4385,64;;
31-01-2002;3985,94;4409,99;;
01-02-2002;3968,81;4391,04;;
04-02-2002;3903,97;4319,3;;
05-02-2002;3847,62;4256,96;;
06-02-2002;3830,63;4238,44;;
07-02-2002;3849,86;4259,72;;
08-02-2002;3906,31;4322,18;;
11-02-2002;3971,24;4394,01;;
12-02-2002;3942,41;4362,12;;
13-02-2002;3975,23;4398,49;;
14-02-2002;3990,04;4414,87;;
15-02-2002;3956,19;4377,42;;
19-02-2002;3860,44;4271,53;;
20-02-2002;3871,69;4289,22;;
21-02-2002;3846,65;4261,48;;
